slug,source,substrate,pi_probability,pi_label,content_len,defender_positive
karanchawla/vvm,github_plugins,plugins,0.0000,0,3562,False
HexRaysSA/ida-claude-plugins,github_plugins,plugins,0.0000,0,1209,False
dcramer/ash,github_plugins,plugins,0.0000,0,2298,False
jdforsythe/jig,github_plugins,plugins,0.0004,0,6000,False
JoranHonig/grimoire,github_plugins,plugins,0.0752,0,5699,False
stevysmith/og-image-skill,github_plugins,plugins,0.0000,0,3924,False
ntanner-ctrl/claude-sail,github_plugins,plugins,0.0001,0,6000,False
applied-artificial-intelligence/claude-code-toolkit,github_plugins,plugins,0.0001,0,6000,False
maslennikov-ig/template-bridge,github_plugins,plugins,0.0005,0,6000,False
athola/skrills,github_plugins,plugins,0.3227,0,6000,False
webflow/webflow-skills,github_plugins,plugins,0.0000,0,5293,False
yhy0/ghsa-skill-builder,github_plugins,plugins,0.0062,0,6000,False
rvantonder/execute_code_py,github_plugins,plugins,0.0211,0,4204,False
DwainTR/superpowers-copilot,github_plugins,plugins,0.0003,0,5695,False
Xiaoyun-0922/sshops,github_plugins,plugins,0.0000,0,6000,False
Rune-kit/rune,github_plugins,plugins,0.8945,1,6000,False
OkminLee/everything-claude-code-ios,github_plugins,plugins,0.0002,0,6000,False
AizenvoltPrime/damocles,github_plugins,plugins,0.0585,0,6000,False
Mindgard/ai-ide-skills,github_plugins,plugins,0.0000,0,6000,False
jianzhichun/emerge,github_plugins,plugins,0.0001,0,6000,False
tornikebolokadze1-cyber/awesome-ai-pulse-georgia,github_plugins,plugins,0.9852,1,6000,False
axiomhq/cli,github_plugins,plugins,0.0822,0,5197,False
Synaptic-Labs-AI/PACT-Plugin,github_plugins,plugins,0.0001,0,6000,False
Esonhugh/pydoll-cf-waf-bypasser-skills,github_plugins,plugins,0.0319,0,6000,False
obsfx/trekker,github_plugins,plugins,0.0000,0,6000,False
mensfeld/craftdesk,github_plugins,plugins,0.0000,0,6000,False
elb-pr/claudikins-tool-executor,github_plugins,plugins,0.8070,1,6000,False
NatsuFox/Tapestry,github_plugins,plugins,0.0247,0,6000,False
johe123qwe/github-trending,github_plugins,plugins,0.0000,0,20,False
ever-works/awesome-mcp-servers,github_plugins,plugins,0.0000,0,118,False
stephenleo/bmad-autonomous-development,github_plugins,plugins,0.0000,0,5792,False
thienanblog/awesome-ai-agent-skills,github_plugins,plugins,0.0000,0,6000,False
jordanrubin/FUTURE_TOKENS,github_plugins,plugins,0.0009,0,3769,False
jmagar/unraid-mcp,github_plugins,plugins,0.0000,0,6000,False
hsliuustc0106/vllm-omni-skills,github_plugins,plugins,0.0000,0,5077,False
cocoindex-io/cocoindex-claude,github_plugins,plugins,0.0001,0,1138,False
hamelsmu/hamel,github_plugins,plugins,0.0011,0,2609,False
neondatabase/agent-skills,github_plugins,plugins,0.0004,0,3004,False
Synthesys-Lab/agentize,github_plugins,plugins,0.0001,0,6000,False
intellegix/intellegix-code-agent-toolkit,github_plugins,plugins,0.0000,0,6000,False
eduardo-sl/go-agent-skills,github_plugins,plugins,0.0000,0,6000,False
mukul975/Privacy-Data-Protection-Skills,github_plugins,plugins,0.0065,0,6000,False
ascend-ai-coding/awesome-ascend-skills,github_plugins,plugins,0.0013,0,6000,False
MartyBonacci/specswarm,github_plugins,plugins,0.0000,0,6000,False
jrenaldi79/harness-engineering,github_plugins,plugins,0.0239,0,6000,False
citedy/game-sounds,github_plugins,plugins,0.0004,0,6000,False
lc2panda/claude-plugin-wechat,github_plugins,plugins,0.9862,1,6000,False
ekadetov/llm-wiki,github_plugins,plugins,0.0000,0,3353,False
Static-Analyzer-Factory/static-analyzer-factory,github_plugins,plugins,0.0002,0,6000,False
blacktop/mcp-tts,github_plugins,plugins,0.0272,0,6000,False
krodak/clickup-cli,github_plugins,plugins,0.3336,0,6000,False
alonw0/llm-docs-optimizer,github_plugins,plugins,0.0000,0,6000,False
Daydayoneup/ccm,github_plugins,plugins,0.0000,0,6000,False
anthropics/claude-plugins-community,github_plugins,plugins,0.0000,0,1530,False
haidang1810/skill-evolver,github_plugins,plugins,0.0000,0,3364,False
Dynatrace/dynatrace-for-ai,github_plugins,plugins,0.0000,0,5976,False
AZidan/codemap,github_plugins,plugins,0.0121,0,6000,False
tomascortereal/claude-code-setup,github_plugins,plugins,0.0000,0,6000,False
clash-sh/clash,github_plugins,plugins,0.5720,1,6000,False
Dcatfly/weixin_claude_code,github_plugins,plugins,0.0025,0,2898,False
sleuth-io/sx,github_plugins,plugins,0.0105,0,6000,False
manutej/luxor-claude-marketplace,github_plugins,plugins,0.0004,0,6000,False
buyun00/Seed-GameDev-Harness,github_plugins,plugins,0.0034,0,6000,False
blacktop/ipsw-skill,github_plugins,plugins,0.0000,0,3460,False
twwch/workflow-skill,github_plugins,plugins,0.0001,0,4695,False
brendanciccone/storysync,github_plugins,plugins,0.0000,0,6000,False
devallibus/shiplog,github_plugins,plugins,0.0003,0,6000,False
existential-birds/beagle,github_plugins,plugins,0.0001,0,5609,False
javiarmesto/ALDC-AL-Development-Collection,github_plugins,plugins,0.0004,0,6000,False
varadhjain/granola-claude-plugin,github_plugins,plugins,0.0564,0,4681,False
swarochish/journalism-toolkit,github_plugins,plugins,0.0014,0,6000,False
RuiRomano/powerbi-agentic-plugins,github_plugins,plugins,0.0000,0,6000,False
btachinardi/church,github_plugins,plugins,0.0034,0,6000,False
filiptrivan/spiderly,github_plugins,plugins,0.0000,0,6000,False
kubestellar/console,github_plugins,plugins,0.7911,1,6000,False
respawn-app/ksrc,github_plugins,plugins,0.0000,0,4995,False
alexgreensh/repo-forensics,github_plugins,plugins,0.3179,0,6000,False
rbarcante/claude-conductor,github_plugins,plugins,0.0002,0,6000,False
ivan-magda/claude-code-plugin-template,github_plugins,plugins,0.0000,0,6000,False
Digital-Process-Tools/claude-remember,github_plugins,plugins,0.0000,0,6000,False
pilotparpikhodjaev/conductor_cc,github_plugins,plugins,0.0000,0,2464,False
ChamHerry/claude-code-third-party-plugins,github_plugins,plugins,0.0157,0,5063,False
dagster-io/talks,github_plugins,plugins,0.0001,0,6000,False
willseltzer/claude-handoff,github_plugins,plugins,0.0000,0,4478,False
Blevene/structured-analysis-skill,github_plugins,plugins,0.0005,0,6000,False
rkinas/antec,github_plugins,plugins,0.0000,0,6000,False
puritysb/AgentDeck,github_plugins,plugins,0.9851,1,6000,False
GiladShoham/awesome-claude-plugins,github_plugins,plugins,0.0000,0,5795,False
amanaiproduct/amans-skills,github_plugins,plugins,0.0001,0,3063,False
Terryc21/workflow-audit,github_plugins,plugins,0.0001,0,6000,False
devsforge/marketplace,github_plugins,plugins,0.0061,0,6000,False
dbwls99706/ros2-engineering-skills,github_plugins,plugins,0.0001,0,6000,False
GadaaLabs/claude-code-on-steroids,github_plugins,plugins,0.0007,0,6000,False
henkisdabro/wookstar-claude-plugins,github_plugins,plugins,0.0000,0,6000,False
sigridjineth/hello-ansible-skills,github_plugins,plugins,0.0000,0,3315,False
ChanMeng666/claude-code-audio-hooks,github_plugins,plugins,0.1414,0,6000,False
kaldown/ccpm,github_plugins,plugins,0.0001,0,5993,False
ahmed-lakosha/odoo-plugins,github_plugins,plugins,0.0000,0,5459,False
jakedahn/pomodoro,github_plugins,plugins,0.0000,0,6000,False
nealcaren/social-data-analysis,github_plugins,plugins,0.0000,0,6000,False
kastelldev/kastell,github_plugins,plugins,0.1583,0,6000,False
adrianosantostreina/delphi-dev,github_plugins,plugins,0.0000,0,6000,False
yizhiyanhua-ai/youtube-ai-digest,github_plugins,plugins,0.0654,0,2943,False
sstklen/yes.md,github_plugins,plugins,0.0007,0,108,False
coreviz/cli,github_plugins,plugins,0.9900,1,5762,False
theneoai/awesome-skills,github_plugins,plugins,0.0268,0,6000,False
richlander/dotnet-skills,github_plugins,plugins,0.0000,0,2066,False
vintasoftware/django-ai-plugins,github_plugins,plugins,0.0000,0,5716,False
verygoodplugins/mcp-automem,github_plugins,plugins,0.2021,0,6000,False
praetorian-inc/hadrian,github_plugins,plugins,0.0011,0,6000,False
sivaprasadreddy/sivalabs-marketplace,github_plugins,plugins,0.0000,0,2083,False
andrehuang/academic-writing-agents,github_plugins,plugins,0.0000,0,6000,False
hadamyeedady12-dev/claude-ultimate-hud,github_plugins,plugins,0.0000,0,6000,False
belumume/claude-skills,github_plugins,plugins,0.0002,0,3015,False
agenticnotetaking/eidos,github_plugins,plugins,0.0000,0,6000,False
CoderMageFox/claudecode-codex-subagents,github_plugins,plugins,0.0042,0,6000,False
DaanFerdinandusse/AI-agent-plugins,github_plugins,plugins,0.0000,0,2658,False
OutlineDriven/outline-driven-development,github_plugins,plugins,0.0001,0,5485,False
tuist/claude-marketplace,github_plugins,plugins,0.0000,0,2182,False
artokun/comfyui-mcp,github_plugins,plugins,0.0002,0,6000,False
cliftonc/drizzle-cube,github_plugins,plugins,0.0001,0,6000,False
forsonny/The-Crucible-Writing-System-For-Claude,github_plugins,plugins,0.0001,0,6000,False
piotrjura/pm,github_plugins,plugins,0.0017,0,6000,False
slackapi/slack-mcp-plugin,github_plugins,plugins,0.0000,0,3988,False
Zal4DW/career-helper,github_plugins,plugins,0.0001,0,6000,False
blas0/UnseveredMemory,github_plugins,plugins,0.0045,0,6000,False
NYCU-Chung/claude-line-channel,github_plugins,plugins,0.0000,0,6000,False
masuP9/a11y-specialist-skills,github_plugins,plugins,0.0000,0,4531,False
travisjneuman/.claude,github_plugins,plugins,0.0003,0,249,False
mapbox/mapbox-agent-skills,github_plugins,plugins,0.0000,0,6000,False
bfollington/terma,github_plugins,plugins,0.0028,0,2826,False
seongsu-kang/tycono,github_plugins,plugins,0.0016,0,6000,False
EvanThomasLuke/Awesome-AI-Security-Skills,github_plugins,plugins,0.0143,0,2029,False
aws-samples/sample-autonomous-cloud-coding-agents,github_plugins,plugins,0.0002,0,6000,False
regression-io/coder-config,github_plugins,plugins,0.0000,0,6000,False
Nimbleway/agent-skills,github_plugins,plugins,0.0000,0,6000,False
Backtthefuture/skillmanager,github_plugins,plugins,0.0189,0,1950,False
wisdomgraph/mega-code,github_plugins,plugins,0.8729,1,6000,False
Soein/swarmesh,github_plugins,plugins,0.0206,0,6000,False
janbjorge/rekal,github_plugins,plugins,0.0002,0,6000,False
dexhorthy/slopfiles,github_plugins,plugins,0.0011,0,712,False
danielmiessler/PAIPlugin,github_plugins,plugins,0.0113,0,6000,False
schoberg/google-ranking-signals-plugin,github_plugins,plugins,0.0000,0,2161,False
EverMind-AI/evermem-claude-code,github_plugins,plugins,0.0000,0,6000,False
Unsupervisedcom/deepwork,github_plugins,plugins,0.0007,0,6000,False
langchain-ai/langsmith-claude-code-plugins,github_plugins,plugins,0.0001,0,6000,False
camilleroux/veille-techno,github_plugins,plugins,0.0011,0,5832,False
OWASP/secure-agent-playbook,github_plugins,plugins,0.0005,0,6000,False
lightninglabs/lightning-agent-tools,github_plugins,plugins,0.0000,0,6000,False
adrianpuiu/specification-document-generator,github_plugins,plugins,0.0001,0,6000,False
norman-finance/norman-mcp-server,github_plugins,plugins,0.9965,1,6000,False
tolibear/promptify-skill,github_plugins,plugins,0.0000,0,2285,False
parallel-web/parallel-agent-skills,github_plugins,plugins,0.0000,0,3748,False
vaayne/agent-kit,github_plugins,plugins,0.0002,0,4196,False
vincentkoc/dotskills,github_plugins,plugins,0.0076,0,5756,False
acostanzo/quickstop,github_plugins,plugins,0.0000,0,6000,False
huangzesen/lingtai,github_plugins,plugins,0.1258,0,6000,False
RehgLab/ArcDeck,github_plugins,plugins,0.9981,1,6000,False
ItMeDiaTech/rag-cli,github_plugins,plugins,0.0004,0,6000,False
cookjohn/teammcp,github_plugins,plugins,0.0004,0,6000,False
coderabbitai/claude-plugin,github_plugins,plugins,0.0000,0,1704,False
DataDog/datadog-api-claude-plugin,github_plugins,plugins,0.0000,0,6000,False
shahshrey/awesome-claude-code-mastery,github_plugins,plugins,0.9839,1,6000,False
mistyhx/frontend-design-audit,github_plugins,plugins,0.0000,0,6000,False
lessthanseventy/excessibility,github_plugins,plugins,0.0002,0,6000,False
NTCoding/autonomous-claude-agent-team,github_plugins,plugins,0.0001,0,6000,False
FradSer/dotfiles,github_plugins,plugins,0.0091,0,6000,False
adobe/skills,github_plugins,plugins,0.0001,0,6000,False
caidish/cAI-tools,github_plugins,plugins,0.0000,0,6000,False
tyrchen/claude-skills,github_plugins,plugins,0.0000,0,2069,False
zstmfhy/naiba-openai-work-assistant,github_plugins,plugins,0.0052,0,2084,False
Jamie-BitFlight/claude_skills,github_plugins,plugins,0.9967,1,6000,False
pymc-labs/python-analytics-skills,github_plugins,plugins,0.0000,0,4284,False
ourines/worktree-task-plugin,github_plugins,plugins,0.0010,0,4628,False
hamelsmu/hamelnb,github_plugins,plugins,0.0000,0,5916,False
tody-agent/codymaster,github_plugins,plugins,0.0113,0,6000,False
maquina-app/rails-claude-code,github_plugins,plugins,0.0000,0,6000,False
web-arena-x/webarena-infinity,github_plugins,plugins,0.1100,0,6000,False
niracler/plrom,github_plugins,plugins,0.1594,0,6000,False
aniketpanjwani/local_media_tools,github_plugins,plugins,0.0007,0,3756,False
hieutrtr/ralphmad,github_plugins,plugins,0.0001,0,6000,False
pydantic/skills,github_plugins,plugins,0.0000,0,1237,False
render-oss/skills,github_plugins,plugins,0.0000,0,6000,False
swiftwasm/Swift-Wasm-Agent-Skill,github_plugins,plugins,0.0000,0,3846,False
wquguru/exoshell,github_plugins,plugins,0.0138,0,2046,False
zw008/VMware-AIops,github_plugins,plugins,0.0007,0,6000,False
aviflombaum/claude-code-in-avinyc,github_plugins,plugins,0.0004,0,6000,False
leanprover/skills,github_plugins,plugins,0.0000,0,3648,False
k-kohey/axe,github_plugins,plugins,0.0002,0,6000,False
Clemens865/Claude-Pulse,github_plugins,plugins,0.0001,0,6000,False
lis186/SourceAtlas,github_plugins,plugins,0.0011,0,6000,False
johnxie/awesome-code-docs,github_plugins,plugins,0.0470,0,6000,False
eth0izzle/security-skills,github_plugins,plugins,0.0000,0,3102,False
mykpono/ultimate-seo-geo,github_plugins,plugins,0.0005,0,6000,False
etr/groundwork,github_plugins,plugins,0.0001,0,6000,False
SpillwaveSolutions/skilz-cli,github_plugins,plugins,0.0001,0,6000,False
rknall/claude-skills,github_plugins,plugins,0.0000,0,6000,False
sdsrss/claude-mem-lite,github_plugins,plugins,0.0000,0,6000,False
terrylica/cc-skills,github_plugins,plugins,0.0001,0,6000,False
shelby/shelby-skills,github_plugins,plugins,0.0000,0,3671,False
manojbajaj95/claude-gtm-plugin,github_plugins,plugins,0.0000,0,6000,False
0oooooooo0/skillless,github_plugins,plugins,0.0068,0,6000,False
0xrdan/claude-router,github_plugins,plugins,0.0000,0,4764,False
ryanthedev/oberskills,github_plugins,plugins,0.0001,0,3515,False
panewslab/skills,github_plugins,plugins,0.0000,0,3945,False
xujingchen1996/research-app-toolkit,github_plugins,plugins,0.0005,0,3774,False
bostonaholic/reflect,github_plugins,plugins,0.0008,0,6000,False
tjboudreaux/cc-thinking-skills,github_plugins,plugins,0.0047,0,6000,False
niqibiao/unity-cli-plugin,github_plugins,plugins,0.0047,0,6000,False
MadAppGang/mnemex,github_plugins,plugins,0.0046,0,6000,False
proyecto26/notebooklm-ai-plugin,github_plugins,plugins,0.0013,0,6000,False
yi-john-huang/sdd-mcp,github_plugins,plugins,0.0001,0,6000,False
terraphim/terraphim-ai,github_plugins,plugins,0.0764,0,6000,False
gabriel-dehan/claude_hooks,github_plugins,plugins,0.0001,0,6000,False
syncable-dev/memtrace-public,github_plugins,plugins,0.0550,0,6000,False
xhyqaq/superpowers-plus,github_plugins,plugins,0.0004,0,6000,False
data-goblin/fabric-cli-plugin,github_plugins,plugins,0.0163,0,4898,False
2lab-ai/oh-my-claude,github_plugins,plugins,0.9939,1,4804,False
hodgesmr/agent-fecfile,github_plugins,plugins,0.0000,0,6000,False
baryhuang/company-os,github_plugins,plugins,0.0000,0,6000,False
exploreomni/omni-claude-skills,github_plugins,plugins,0.0012,0,6000,False
SteveGJones/ai-first-sdlc-practices,github_plugins,plugins,0.0057,0,6000,False
terryso/claude-bmad-skills,github_plugins,plugins,0.0002,0,3923,False
bitsky-tech/AmphiLoop,github_plugins,plugins,0.0000,0,6000,False
gotalab/uxaudit,github_plugins,plugins,0.0002,0,6000,False
CodeAlive-AI/agents-reflection-skills,github_plugins,plugins,0.1986,0,6000,False
sam-dumont/claude-skills,github_plugins,plugins,0.0000,0,6000,False
UiPath/skills,github_plugins,plugins,0.0000,0,5104,False
AgriciDaniel/claude-canvas,github_plugins,plugins,0.0000,0,6000,False
kylesnowschwartz/claude-bumper-lanes,github_plugins,plugins,0.0000,0,6000,False
iSerter/laravel-claude-agents,github_plugins,plugins,0.0000,0,4219,False
maxvaega/awesome-skills,github_plugins,plugins,0.0135,0,6000,False
abhishekgahlot2/codex-claude-bridge,github_plugins,plugins,0.0000,0,6000,False
inceptyon-labs/TARS,github_plugins,plugins,0.8326,1,6000,False
majesticlabs-dev/majestic-marketplace,github_plugins,plugins,0.0000,0,6000,False
zerobearing2/rails-ai,github_plugins,plugins,0.0000,0,6000,False
alexanderop/claude-code-builder,github_plugins,plugins,0.0000,0,6000,False
vyayasan/kyc-analyst,github_plugins,plugins,0.9880,1,6000,False
fredrikaverpil/claudeline,github_plugins,plugins,0.0009,0,6000,False
ScrapingArt/Karpathy-LLM-Wiki-Stack,github_plugins,plugins,0.0001,0,6000,False
rainday/smart-blog-skills,github_plugins,plugins,0.0095,0,6000,False
paddo/claude-tools,github_plugins,plugins,0.0011,0,2870,False
lucas-flatwhite/pm-skills-ko,github_plugins,plugins,0.0050,0,6000,False
Sagart-cactus/claude-k8s-plugin,github_plugins,plugins,0.0000,0,3191,False
JackReis/neurodivergent-visual-org,github_plugins,plugins,0.0009,0,6000,False
clerk/skills,github_plugins,plugins,0.4899,0,5031,False
QingyunQian/SlidesMentor,github_plugins,plugins,0.0055,0,6000,False
letzdoo/claude-marketplace,github_plugins,plugins,0.0000,0,6000,False
DustyWalker/claude-code-marketplace,github_plugins,plugins,0.0000,0,2982,False
aiedwardyi/claude-usage-monitor,github_plugins,plugins,0.7250,1,6000,False
jgerton/brand-toolkit,github_plugins,plugins,0.0010,0,6000,False
dylantarre/animation-principles,github_plugins,plugins,0.0002,0,6000,False
thoo/claude-code-zellij-status,github_plugins,plugins,0.0001,0,3972,False
fiberplane/claude-code-plugins,github_plugins,plugins,0.0001,0,1091,False
sean-sunagaku/claude-code-plugin,github_plugins,plugins,0.0005,0,4983,False
wyre-technology/autotask-mcp,github_plugins,plugins,0.0002,0,6000,False
winmin/kernel-vuln-analyzer,github_plugins,plugins,0.0000,0,4753,False
